time.period,BC.AD,author,dynasty,poem.type,theme,religion,book,chapter,title,content
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,3,None,"“And then the lofty mountains spire on high: 
Arching aloft, tall and towering, 
110 Densely forested with giant trees, 
Steeply scarped, jaggedly jutting. 
Jiuzong rises sheer and sharp,
Southern Mountains soar solemn and stately,
Their cliffs and ledges, like tottering cauldrons, 
Stand precipitously piled, jagged and steep 
Waters collect in streams, converge in gullies, 
Which twist and twine into cloughs and channels. 
Valley mouths widely gape and yawn, 
Mounds rise from the waters, each a separate isle. 
The hills, rugged and ragged, 
Hillocky and hummocky, rolling and rearing, 
Cragged and crannied, 
Rise and fall, wind and weave. 
Where the land slopes and slants, gradually
levels out, 
125 The waters stream forth in a flooding flow, 
Scattering and spreading over the level plain, 
For a thousand leagues of flat marshland, 
There is nothing that has not been tamped smooth. 
The ground is covered with green patchouli, 
 Blanketed with lovage shoots, 
Scattered with lovage leaves, 
Strewn with peonies, 
Spreading knot-thread, 
Clustered green galingale, 
135 Cart-halt, asarum, bugleweed, 
Sichuan lovage, blackberry lily, 
Purple ginger, mioga ginger, 
Winter cherry, ground-cherry, pollia, sweet flag, 
Malabar spinach, virgin’s bower, 
140 Water bamboo, burreed tuber, and green sedge, 
Spread and sprawl over the wide marsh, 
Range and ramble over the great plain, 
Tightly tangled, broadly stretching. 
Bent and blown by the wind, 
145 They emit fragrance, waft pungency, 
Rich and redolent, sweetly-scented, 
And myriad perfumes issue forth, 
Spread and scatter, permeating everything,
Thick and heavy, strong and sharp. 
“And then, gazing round, broadly viewing, one sees such plenteous profusion, such a vast vista, he
becomes dizzy and dazed, confounded and confused.
 “Look at it, and it has no beginning; 
Examine it, and it has no end. 
The sun rises from its eastern pond, 
Sets at its western dike. 
To the south 
 In deepest winter there are germination and growth, 
Bubbling waters, and surging waves. 
Its animals are: 
The zebu, hairy yak, tapir, grunting ox, 
Plunging bull, sambar, elaphure
160 Redhead, roundhoof, 
Extreme extraordinaire, elephant, and rhinoceros. 
To the north 
In full summer it is enveloped in freezing cold
that cleaves the ground; 
One lifts his skirt to cross the iced-over streams. 
Its animals are: 
Unicorn, horn-snout, 
 Tarpan, camel, 
Chigetai, kulan, 
Hinny, ass, and mule."
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,4,None,"“And then 
Detached palaces, separate lodges, 
Stretch over mountains, straddle valleys: 
170 Tall corridors pour out in four directions, 
With double decks and twisting passageways, 
Fitted with ornate rafters and jade finials, 
Carriage roads are laced and linked together. 
To course through the covered walkways, 
 Long is the route, and midway one must halt for the night. 
On leveled peaks they built the halls,
With tiered terraces rising story upon story, 
And cavernous rooms in the crags and crannies. 
Downward through deep darkness nothing can be seen, 
Upward, one may clutch rafters to touch the sky. 
Shooting stars pass through doors and wickets; 
Arching rainbows stretch over the rails and porches. 
A green dragon curls and coils in the eastern chamber, 
An elephant carriage twists and turns through the western repose, 
Hordes of immortals rest in the leisure lodges, 
Wo Quan and his kind sun themselves in the southern eaves,
Sweetwater springs bubble among the cool rooms, 
Spring-fed streams pass through the central courtyard. 
Giant boulders, lining the shores, 
 Like cragged cliffs sideward lean. 
Tall and towering, peaked and pinnacled, 
They seem carved and chiseled, steeply poised. 
Rose stone, prase, dark jade, 
And coral grow in clusters. 
Agate gems and large carnelians 
Are striped and streaked like patterned fish scales. 
Red jade, mottled and marbled, 
Are mixed and mingled among them. 
Morning iridescence, rounded and pointed jades, 
Mr. He’s jade come there. 
And then 
Black kumquats that ripen in summer, 
Yellow mandarins, coolie oranges, pomelos, 
Loquats, wild jujubes, persimmons, 
Wild pears, apples, magnolias, 
Date palms, box myrtles, 
Cherries, grapes, 
Dark poplars, dwarf cherries,
Plums and litchees 
Are spread among the rear palaces,
Form rows in the northern orchards, 
Stretch over hills and mounds, 
Descend to the level plain. 
They wave their emerald leaves, 
Sway their purple stalks, 
 Burst with red blossoms, 
Hang with vermilion blooms. 
Bright and brilliant, grand and glorious, 
They splendently sparkle in the vast fields. 
Apples, oaks, 
White birch, liquidambars, gingkos, sumacs, 
Pomegranates, coconuts, 
Betel palms, windmill palms, 
Sandalwoods, magnolias, 
Camphors, and wax trees: 
Grow a thousand yards tall, 
So wide only joined hands can span them. 
Their blossoms and branches unfolding straight, 
Their fruits and leaves lush and luxuriant. 
The trees stand in thickets, lean in clusters, 
230 Bent and bowed, clinging together, then
cleaving apart, 
Tangled and twined, twisted and gnarled, 
Locked as in combat, in layered limbs. 
Drooping branches spread and splay, 
Falling petals fly and flutter. 
235 Lush and luxuriant, closely clustered,
They swing and sway with the wind, 
Which sighs and soughs, whistles and whiffles, 
Like the sounds of bells and chimes, 
Or the music of pipes and flutes. 
 Tall and short, high and low, 
The trees surround the rear palaces. 
Manifoldly layered, piled one upon another, 
They blanket the mountains, hem the valleys, 
Follow the slopes, descend into the depressions. 
 Look at them, and there is no beginning; 
Examine them and there is no end. 
And then 
Black apes and white she-apes, 
Kahaus, hoolocks, flying squirrels, 
Dusky gibbons, monkeys, 
Macaques, weasels, and siamangs 
Roost and repose among the trees. 
With long howls and sad shrieks, 
Gracefully gliding, they cross back and forth, 
Bending and bowing on the branches and boughs, 
255 Hunched and hunkered on the treetops. 
They overleap unbridged streams, 
Spring to the top of sundry thickets. 
Clutching hanging twigs, 
Throwing themselves through open spaces. 
Sparsely scattered, helter-skelter, 
The troupe dissolves and disperses, receding into the distance. 
“Places of this sort number in the hundreds and thousands. The emperor sports and plays hither and
thither, and in whatever palace he spends the night or lodge where he rests, his kitchen need not be
transported, his harem need not be moved, and his official staff is ready and waiting."
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,5,None,"“And then, as the year turns its back on autumn and edges into winter, the Son of Heaven stages the
barricade hunt.
 “He mounts a chariot of carved ivory, 
Drawn by six jade-encrusted dragon-steeds. 
Waving rainbow banners, 
Trailing cloud pennants, 
They march with the hide-covered wagon at the fore, 
 The guiding and excursion chariots in the rear. 
Elder Sun holds the reins, 
Sir Wei accompanies the chariot. 
Guards and attendants marching on the flank, 
Are chosen from the four brigades. 
To the drumbeats from the rigid ranks of the cortege, 
They unleash the hunters. 
The Yangtze and Yellow River are the corral, 
Mount Tai is the lookout tower. 
Chariots and riders thunderously set forth, 
285 Shake the heavens, move the earth, 
Front and rear, hither and thither, 
Scattered and dispersed, in separate pursuit; 
Steadily streaming, continuously coursing, 
They skirt along the mounds, follow the marshes, 
290 Spreading like clouds, showering like rain. 
They capture alive leopards and panthers, 
Pummel dholes and wolves, 
Hand-capture black and brown bears, 
Kick at wild goats. 
295 Capped in pheasant-tail hats,
Clad in white tiger skin pants, 
Garbed in striped pelts, 
Astride wild horses: 
They scale steeps of three-tiered peaks, 
300 Descend slopes of rocky ridges, 
Cut across defiles, dash into scarps, 
Traverse gullies, ford rivers. 
They maul the flying dragon-bird, 
Paw the sagacious stag, 
Wrestle a yeti, 
Spear a fierce tapir, 
Rope the graceful galloper, 
Shoot the giant boar. 
Arrows do not wantonly injure, 
They sever the neck, split the brain. 
Bows are not shot in vain, 
At the bowstring’s twang down a beast falls. 
And then the emperor 
Slackens the pace to wander about, 
Roam and ramble, going to and fro, 
315 To watch the movements of his regiments and
companies, 
To observe the changing poses of the
commanders. 
Fu Poetry: An Ancient-Style Rhapsody 69
Then, little by little he increases the pace, 
And suddenly he departs for the distance, 
Scattering fleet-winged birds, 
320 Trampling nimble beasts, 
Axles crushing albino deer, 
Snatching up nimble hares. 
Overtaking scarlet lightning, 
Leaving its effulgent brilliance behind, 
325 Pursuing strange beasts, 
He leaves the mundane realm. 
Bending the Fanruo bow, 
Drawn to the tip of the white-plumed shaft, 
He shoots the roving simian, 
330 Strikes the flying chimera. 
Carefully selecting a fleshy one, he then shoots, 
His first shot hits the spot he names. 
Just as the arrow leaves the string, 
The quarry is killed and falls to the ground. 
335 Then, raising the signal flag, he soars aloft, 
Outdistancing the startling wind
Passing through the frightful gale, 
Riding the empty void, 
Companion of the gods. 
340 He tramples the black crane, 
Confounds the great fowl, 
Harries the peacock and simurgh, 
Torments the golden pheasant, 
Strikes the canopy bird, 
345 Clubs the phoenix, 
Snatches the sea-argus, 
Seizes the blazing firebird. 
“At journey’s end, road’s limit, he wheels round his carriage and turns back.

350 “Slowly and leisurely he roams and rambles, 
And lands in the northern bounds. 
Rapidly he advances straight ahead, 
Suddenly he reverses direction. 
He treads Stone Gateway, 
355 Crosses Great Peak Tower, 
Passes Jaybird Tower, 
Gazes at Dewy Chill, 
Descends to Pear Palace,
Rests in Befitting Spring.
 Westward he gallops to Xuanqu, 
Sculls the heron-prow on Oxhead Lake, 
Climbs Dragon Terrace, 
Reposes at Lithe Willows.
He observes the effort and prowess of his officers and men, 
Evaluates the hunters’ catch. 
Those crushed and crumpled by foot soldiers and chariots, 
Those trampled and trod by infantry and cavalry, 
Those squashed and flattened by the multitudes, 
Together with those utterly and completely
exhausted and fatigued, 
In frightful panic, cowering in terror, 
Who died without a single wound, 
Heaped high, piled and pillowed, 
Clog the ditches, fill the gullies, 
Cover the plains, lie strewn over the marshes. "
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,6,None,"“And then 
Tired of excursion and sport, 
He holds a feast at a terrace high as vast heaven, 
Holds a musical performance in a capacious hall.
They beat thousand-catty bells, 
Erect ten-thousand-catty bell-racks, 
380 Raise banners adorned with kingfisher tufts, 
Set in place drums of magic alligator hide. 
They perform dances of Taotang, 
Listen to songs of Getian. 
A thousand voices sing the lead, 
385 Ten thousand sing the harmony. 
Mountains and hills from this quake and rock; 
Streams and valleys from this churn and billow. 
The music of Ba-Yu, Song, and Cai, 
The ‘Ganzhe’ of Huainan, 
390 Songs of Wencheng and Dian, 
Are presented en masse, performed en suite. 
Bells and drums alternately sound, 
Their cling-cling and rat-a-tat-tat 
Pierce the heart and startle the ears. 
“The airs of Jing, Wu, Zheng and Wei, the music of the ‘Succession,’ ‘Salvation,’ ‘Martial Dance,’ and
‘Mimes,’ melodies of dissolute dissipation, the mixed medleys of Yan and Ying, the finale of ‘Stirring 
Chu,’ jesters and dwarfs, entertainers from Didi, everything to delight the ears and eyes, gladden the
heart and spirit, all in sumptuous splendor and garish glitter pass before him.
“Beautiful ladies of dainty delicacy,
Like Blue Zither and Fufei, 
Truly extraordinary, unmatched in the world, 
Beguiling and bewitching, elegant and refined, 
Faces powdered and painted, hair sculpted and trimmed,
410 Lithe and lissome, decorous and demure, 
Soft and supple, gracile and graceful, 
Winning and winsome, slender and slight, 
Trail the hems of their pure silk gowns, 
Subtly flowing and falling, perfectly tailored. 
415 As they wheel and reel, whirl and twirl, 
Their garments seem not of this world. 
Their sweet fragrance, profusely permeating, 
Is strong and pungent, pure and thick. 
Their white teeth spangle and sparkle, 
420 Their bright smiles gleam and glitter. 
Beneath long eyebrows, coiling and curling, 
They coyly gaze, cast sidelong glances. 
Their beauty is offered, the spirit consents, 
And one’s heart rejoices to be at their side."
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,7,None,"“And then in the midst of drinking, during the rapture of music, the Son of Heaven becomes
disconsolate, as if He had lost something. He says, ‘Alas! This is too extravagant! During Our leisure
moments from attending to state affairs, with nothing to do We cast away the days; following the
celestial cycle, We kill and slaughter, and from time to time rest and repose here in this park. But We
fear the dissolute dissipation of later generations, that once they have embarked on this course they will
be unable to turn back. This is not the way to create achievements and pass down a tradition for one’s
heirs.’
“Thereupon, He ends the feast, halts the hunt, and commands His officials, saying, ‘Let all land that can
be reclaimed and opened up:
 ‘Be made into farmland 
In order to provide for the common folk. 
Tear down the walls, fill in the moats, 
Allow the people of the mountains and marshes to come here. 
Restock the pools and ponds and do not ban
people from them! 
 Empty the palaces and lodges and do not staff them! 
Open the granaries and storehouses in order to
give relief to the poor and destitute! 
Supply what they lack, 
Pity widowers and widows,
Console the orphaned and childless. 
450 Issue virtuous commands, 
Reduce punishments and penalties, 
Reform the institutions, 
Alter the vestment colors, 
Change the first month and day of the year, 
 Make a new beginning for the empire.’"
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,8,None,"“And then, calculating an auspicious day, He fasts
and cleanses Himself: 
He dons court robes, 
And mounts the chariot of the Standard Cortege. 
With flowery banners raised on high, 
460 Sounding the jade carriage bells, 
He sports in the preserve of the Six Classics, 
Gallops over the road of Humaneness and
Morality,
Goes sightseeing in the forest of the Annals, 
Shoots to the ‘Wildcat’s Head,’ 
Together with the ‘Zouyu.’
His corded arrows catch the ‘Black Crane,’
He dances the ‘Shield and Axe.’
Carrying in his cart a cloud-net, 
He captures a flock of refinement. 
470 He grieves at ‘Cutting Sandalwood,’
Delights in ‘Rejoicing All,’
Cultivates His deportment in the garden of Rites, 
Roams and rambles in the park of Documents. 
Transmitting the Way of the Changes, 
475 He releases the strange beasts, 
Ascends the Luminous Hall, 
Sits in the Pure Temple, 
Gives free rein to the many ministers 
To present advice and criticism, 
480 And within the four seas, 
No one is denied reward. 
“At this time, all in the empire greatly rejoice, face his virtuous wind and heed its sound, follow his
current and are reformed, spontaneously promote the Way and revert to morality. Punishments
are discarded and no longer are used. His virtue is loftier than that of the Three Kings, and his
achievements are more abundant than those of the Five Emperors. Only under these conditions can
hunting be enjoyed.
Galloping and riding all day long,
Tiring the spirit, straining the body,
Exhausting the utility of carriage and horses, 
Sapping the energy of officers and men, 
Wasting the wealth of treasures and storehouses, 
495 While depriving the people of generous
beneficence: 
Striving only for selfish pleasure; 
Not caring for the common people, 
Ignoring the administration of the state, 
Craving only a catch of pheasants or hares,
These are things a benevolent ruler would not do. 
“Looking at it from this perspective, are not the actions of Qi and Chu lamentable? Their territory does
not exceed a thousand leagues square, yet their parks occupy nine hundred of them. This means the
vegetation cannot be cleared, and the people have nothing to eat. If someone of the insignificance of a
vassal lord enjoys the extravagances fit only for an emperor, I fear the common people will suffer the ill
effects.”
Thereupon, the two gentlemen paled, changed expressions, and seemed dispirited and lost in thought.
As they retreated and backed away from the mat, they said, “Your humble servants have been stubborn
and uncouth, and ignorant of the prohibitions. Now this day we have received your instruction. We
respectfully accept your command.”"
179–117 ,BC,Sima Xiangru,Han,"Fu Poetry
An Ancient-Style Rhapsody (Gufu",Eulogy and Admonition,None,Fu on the Imperial Park,0,None,"Soaring and leaping, surging and swelling, 
Spurting and spouting, rushing and racing, 
Pressing and pushing, clashing and colliding,
Flowing uncontrolled, bending back, 
Wheeling and rearing, beating and battering, 
Swelling and surging, troublous and turbulent. ?
Loftily arching, billowing like clouds, 
Sinuously snaking, curling and coiling, 
Outracing their own waves, rushing to the chasms, 
Lap, lap, they descend to the shoals. 
Striking the bluffs, hurtling against the dikes, 
Racing and swelling, spraying and spuming. 
Nearing the sandbars, they pour into gullies, 
Plashing and splashing as they tumble downward.
Deep, deep, full, full, 
Rumbling and roaring, bellowing and blustering, 
Bubbling and boiling, gushing and gurgling, 
Foaming and frothing like a seething cauldron, 
Speeding waves, flinging spray,
They swiftly swirl, furious and fast"
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,"Songs to Pacify the World, for Inside the Palace, No. 1","Grand filial piety is complete! 
2 Excellent virtue is magnificent and pure. 
Hanging high are quadrangular frames, 
4 Music fills the courtyard. 
Fragrant trees and decorative plumes, 
6 Darken the area like clouds and shadows. 
Golden boughs and flourishing flowers, 
8 Numerous yak-tail flags and kingfisher banners! 
The Seven Beginnings and the Beginning
of Quintessence of Myriad Things, 
10 Are sung solemnly in harmony.
The gods will come enjoying the banquet, 
12 We sincerely hope they will listen to the
music"
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,"Songs to Pacify the World, for Inside the Palace, No. 3","We set the calendar, 
2 Informing my subjects what is on our mind. 
We respectfully discipline ourselves and fast, 
4 Issue out our instructions cautiously. 
Thereby we establish the ancestral temple, 
6 To pay respect and glorify our honorable
ancestors. 
Grand is splendid filial piety! 
8 Subjects from the four extremes all arrive
[to pay tribute]."
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,"Behold, the Grand Unity","Behold, the Grand Unity is the most esteemed, 
2 We present abundant smoke in tribute to the gods
to obtain numerous blessings. 
He created the warp and weft of heaven and earth,
4 And made the four seasons. 
His essence forms the sun and the moon, 
6 Constellations are regulated and in order. 
Yin and Yang, and Five Phases 
8 Revolve and rejuvenate. 
He causes clouds, wind, thunder, lightning, 
10 And lets fall sweet dew and rain. 
The people flourish and prosper, 
12 All following his lineage. 
We continue this heritage, reverently and diligently, 
14 Following the virtue of the august heaven. 
Simurgh carriages spread like dragon scales, 
16 None of them is not completely decorated. 
Fine ritual baskets are displayed, 
18 Sincerely hoping you will come to enjoy them. 
You will reduce and rid disasters, 
20 Your splendor reaches the eight wilds. 
Bells, drums, pipes, and reed organ, 
22 The cloud dance soars and soars.
The numinous banner painted with
the Twinkling Indicator, 
24 The Nine Yi tribes shall come to pay tribute in
obedience."
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,We Fought South of the Walls,"We fought south of the walls, 
2 And died north of the ramparts. 
Dead in the wilderness and unburied, the crows
may eat us. 
4 Tell the crows for us: 
“Cry for us strangers away from home!” 
6 We died on the moors, and certainly will not be buried. 
How can our rotting flesh run away from you! 
8 The water is deep and clear, 
The rushes and reeds are dark. 
10 Valiant steeds have died in battle, 
While nags neigh, running around. 
12 Bridges have been made into houses, 
How can one go south? 
14 How can bridges go north? 
How can the grain be harvested, what shall our lord eat? 
16 We wish to be loyal subjects, yet how can we achieve that! 
We long for you, fine vassals. 
18 Fine vassals are truly worth longing for. 
You went out in the morning to fight, 
20 And in the evening you did not return."
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,Song of the East Gate,"Leaving by the East Gate 
2 He did not look back. 
Coming through the door, 
4 He was melancholy and miserable. 
In the basket there was not even a peck of rice in reserve! 
6 He looked back at the rack, no clothes hanging. 
He drew out a sword and leaves for the East Gate, 
8 At home his children and their mother clung to his clothes weeping. 
“Other families only wish for wealth and position,” 
10 Your humble wife will share with you her gruel. 
I will share gruel with you.
12 For the sake of blue heaven above, 
And for our young children here below! 
14 Now you are pure and upright,
And will not violate the moral code. 
16 You should have self-regard, don’t do evil things! 
Now you are pure and upright, 
18 And will not violate the moral code. 
You should have self-regard, don’t do evil things! 
20 “Go away! 
I am already late!” 
22 “Be careful!” 
“Wait for my return!”"
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,There Is One I Love ,"There is one I love 
2 He is south of the great sea. 
Why should I send you anything! 
4 As for your tortoiseshell hairpin with twin pearls, 
I braided it with jade. 
6 Yet when I heard that you have another love, 
I shattered it, smashed and burned it, 
8 Smashed and burned it. 
Facing the wind I scattered its ashes. 
10 From this day on
I will absolutely love you no more.
12 My love for you is severed.
Cocks crow, dogs bark, 
14 My brother and sister-in-law will know. 
Alas! Alas! 
16 The autumn wind soughs, and a sparrow hawk shrieks,
Soon in the east dawn will be breaking and it will
be known."
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",None,None,None,0,Marvelous! A Ballad,"The days to come will be very hard, 
2 Our mouth will be dry and lips parched.
Today we enjoy each other’s company, 
4 Let’s cheer up and be merry. 
I travel through famous mountains, 
6 Mushrooms wigwag in the wind. 
The immortal Prince Qiao 
8 Offers me a pill of medicine. 
I pity my sleeves are so short, 
10 When I try to tuck my hands in, I feel cold. 
I’m ashamed that there are none like Ling Zhe
12 Who repaid Zhao Xuan. 
The moon sinks, the Triaster slants. 
14 The Northern Dipper lies across the sky. 
Relatives and friends walk into my house, 
16 Though hungry, they have not enough food. 
Our happy days are few, 
18 Yet miserable days are many.
How can I forget my melancholy? 
20 I will play my zither, have wine, and sing a song. 
The eight lords under Prince Huainan, 
22 Their Way is pithy, not convoluted. 
Let me drive a carriage of six dragons to 
24 Roam and play in the clouds."
206–194 ,AD,Lady Tangshan,Han,"Shi Poetry
Music Bureau Poems (Yuefu)",Love and Courtship,None,None,0,Mulberry Along the Lane ,"The sun rises from the southeast corner, 
2 Shines on our Qin clan house. 
The Qin clan has a pretty girl, 
4 She calls herself Luofu. 
Luofu delights in raising silkworms and picking mulberry leaves. 
6 She picks mulberry leaves at the southern corner of the wall, 
Blue silk strands form her basket ties, 
8 A cassia twig serves as its handle. 
On her head is a falling chignon; 
10 On her ears are bright moon pearls. 
Of golden silk is her skirt, 
12 Of purple silk is her jacket. 
When passersby see Luofu 
14 They put down their loads, stroking their beards. 
When young men see Luofu,
16 They remove their caps and fiddle with their head cloths. 
Plowmen forget their plows; 
18 Hoers forget their hoes. 
When they return, they complain about each other—
20 It’s all because of looking at Luofu. 
The grand warden comes from the south, 
22 His five horses stop, pacing up and down.
The grand warden sends forth an officer, 
24 To ask from what house is this pretty girl. 
“The Qin clan has a pretty girl, 
26 She calls herself Luofu.” 
“What is Luofu’s age?” 
28 “Not quite twenty yet. 
A little more than fifteen.” 
30 The grand warden asks Luofu, 
“Would you like to ride with me?” 
32 Luofu steps forward and answers, 
“How stupid is the grand warden! 
34 The grand warden has his own wife, 
And Luofu has her own husband. 
36 In the east, of a thousand-plus horsemen, 
It is my husband who takes the lead.
38 How can one recognize my husband?
On a white steed followed by a black colt. 
40 Blue silk strands are tied to the horse’s tail, 
Yellow gold halters the horse’s head.
42 On his waist is a windlass-style sword; 
It is worth millions of cash! 
44 At fifteen he was a petty bureau clerk. 
At twenty he was a court grandee. 
46 At thirty he was a palace gentleman. 
At forty he dominates an entire city.
48 He is man of a pure white skin, 
Thin sideburns and a slight beard. 
50 Elegantly and gracefully he paces in his bureau,
Slowly he walks within his residence. 
52 A thousand men sit there,
All say my husband is exceptional.” "
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 1, On and On, Again On and On [You Go]"," On and on, again on and on [you go],
2 I cannot but live apart from you. 
The distance has grown ten thousand li and more, 
4 We are now at opposite ends of the sky. 
The road is rugged and long, 
6 How can I know when we shall meet again? 
The Tartar horse leans into the north wind, 
8 The Yue bird nests among southern branches. 
Day by day our parting seems more remote, 
10 Day by day robe and belt grow looser. 
Drifting clouds hide the white sun, 
12 The wanderer does not care to return. 
Thinking of you makes one old, 
14 Years and months are suddenly gone. 
Forget all this—I will say no more about it, 
16 But try my utmost to eat my meals."
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 3, Green, Green Grows the Cypress on the Hilltop","Green, green grows the cypress on the hilltop, 
2 Heap upon heap stand stones in mountain streams. 
Between heaven and earth is man’s life, 
4 Rushing like a traveler with a long way to go. 
Let this dipper of wine be our entertainment; 
6 Little as it is, we do not think little of it. 
I drive my carriage, whipping my slow horses 
8 To roam and seek pleasure in Wan and Luo. 
Here in Luoyang, what a hustle and bustle! 
10 Those who wear caps and belts chase one another. 
Long thoroughfares flanked with narrow alleys, 
12 Mansions of princes and nobles arranged in ranks. 
The two palaces look at each other from afar, 
14 Paired towers rise over a hundred feet and more. 
Let me feast to my heart’s content,
16 Why should I let worries oppress my heart."
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 13, I Ride My Carriage to the Upper East Gate","I ride my carriage to the Upper East Gate,
2 Gazing at the graves north of the wall. 
White poplars, how bleak they are in the wind! 
4 Pine and cypress flank the broad paths. 
Underneath them, the dead from long ago, 
6 Dark, dark is their long night. 
Lost in sleep beneath the Yellow Springs
8 Come a thousand years, they will not awaken. 
Seasons of growth and decay march on and on, 
10 The years allotted to man are like morning dew. 
Man’s life is as transient as a sojourn, 
12 His frame is not as firm as metal or stone. 
Ten thousand years have gone by, 
14 No sages or worthies can cross the flow of time. 
Some take drugs and hope to become immortals, 
16 Many of them only end their life with poison. 
Far better to drink fine wine 
18 And wear clothes made of choice white silk."
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 6, I Cross the River to Pluck Hibiscus Flowers","I cross the river to pluck hibiscus flowers, 
2 In the orchid swamps grow many fragrant herbs.
I gather them, but whom shall I send them to? 
4 The person in my thought lives far away.
I turn and look toward my home village, 
6 The long road stretches off into the distance. 
We are of the same heart, but live separately
8 This sorrow will always be ours until the end
of our days!"
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 16, Cold and Cold: The Year Approaches Its End","Having given the embroidered quilt to the beauty of the Luo River
6 He is now estranged from me, his bedfellow
I sleep alone night after night, 
8 In my dream I see the radiance of his face. 
My dear one thinking of our old joys, 
10 Graciously comes and extends to me the rope for boarding his carriage. 
“I hope to see your beautiful smile often, 
12 Let us hold hands and return together in my coach.” 
Come as he did, he would not stay long, 
14 Nor was he with me in the inner chamber. 
Truly without the wings of a soaring bird, 
16 How can I ride on the wind [and fly to him]?"
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 17, The First Winter Month: The Cold Air Comes","The first winter month—the cold air comes,
2 North wind, how bitter and relentless, 
Full of sorrow, I know how long the night is, 
4 As I look up at the clusters of stars. 
On the fifteenth, a bright moon waxes; 
6 On the twentieth, toad and hare wane. 
A traveler came from afar, 
8 Handed a letter to me. 
First it says, “I am always thinking of you,” 
10 Last it says, “What a long parting!” 
I keep the letter inside my robe;
12 After three years, not a single word has faded,
My whole heart is devoted to you, 
14 But I fear you may not see that."
501–531,AD,anonymous literati,Han,"Pentasyllabic Shi Poetry
The “Nineteen Old Poems”",The Wandering Man,None,None,0,"No. 7, Bright Moon Shines in the Clear Night","Bright moon shines in the clear night, 
2 Crickets chirp near the eastern wall. 
The jade handle points to early winter, 
4 The myriad stars, how they crowd into one another! 
White dew gathers on wild grasses, 
6 The cycle of seasons suddenly changes again.
Cicadas buzz among the trees,
8 Dark swallows, where have they gone? 
Once we were friends studying together, 
10 High you soared, strong, beating wings. 
Our friendship you have not remembered, 
12 And abandoned me like a footprint left behind. 
Southern Winnow, Dipper in the North, 
14 Or Draught Ox that cannot carry a yoke. 
Truly, without the firmness of a rock, 
16 What good can you gain from these empty names?"
